Indicator Name,Geography,Region,Year,Category,Subcategory,Numerator,Denominator,Rate,Lower 95% Confidence Limit,Upper 95% Confidence Limit,
Pregnancy-Related Mortality Ratio,Marin,,2012-2016,Total Population,Total population,0,11572,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2012-2016,Total Population,Total population,0,747,0,0,0,
Pregnancy-Related Mortality Ratio,Mendocino,,2012-2016,Total Population,Total population,0,5263,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2012-2016,Total Population,Total population,0,20852,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2012-2016,Total Population,Total population,0,406,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2012-2016,Total Population,Total population,0,713,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2012-2016,Total Population,Total population,0,32305,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2012-2016,Total Population,Total population,0,7221,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2012-2016,Total Population,Total population,0,4102,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2012-2016,Total Population,Total population,0,18457,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2012-2016,Total Population,Total population,0,782,0,0,0,
Pregnancy-Related Mortality Ratio,San Benito,,2012-2016,Total Population,Total population,0,3647,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2012-2016,Total Population,Total population,0,45012,0,0,0,
Pregnancy-Related Mortality Ratio,San Joaquin,,2012-2016,Total Population,Total population,0,50278,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2012-2016,Total Population,Total population,0,13075,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2012-2016,Total Population,Total population,0,45102,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2012-2016,Total Population,Total population,0,28340,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2012-2016,Total Population,Total population,0,14642,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2012-2016,Total Population,Total population,0,10455,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2012-2016,Total Population,Total population,0,117,0,0,0,
Pregnancy-Related Mortality Ratio,Siskiyou,,2012-2016,Total Population,Total population,0,2323,0,0,0,
Pregnancy-Related Mortality Ratio,Solano,,2012-2016,Total Population,Total population,0,25961,0,0,0,
Pregnancy-Related Mortality Ratio,Sonoma,,2012-2016,Total Population,Total population,0,25181,0,0,0,
Pregnancy-Related Mortality Ratio,Stanislaus,,2012-2016,Total Population,Total population,0,38259,0,0,0,
Pregnancy-Related Mortality Ratio,Sutter,,2012-2016,Total Population,Total population,0,6530,0,0,0,
Pregnancy-Related Mortality Ratio,Tehama,,2012-2016,Total Population,Total population,0,3924,0,0,0,
Pregnancy-Related Mortality Ratio,Trinity,,2012-2016,Total Population,Total population,0,548,0,0,0,
Pregnancy-Related Mortality Ratio,Tulare,,2012-2016,Total Population,Total population,0,37827,0,0,0,
Pregnancy-Related Mortality Ratio,Tuolumne,,2012-2016,Total Population,Total population,0,2310,0,0,0,
Pregnancy-Related Mortality Ratio,Ventura,,2012-2016,Total Population,Total population,0,51207,0,0,0,
Pregnancy-Related Mortality Ratio,Yolo,,2012-2016,Total Population,Total population,0,12163,0,0,0,
Pregnancy-Related Mortality Ratio,Yuba,,2012-2016,Total Population,Total population,0,6000,0,0,0,
Pregnancy-Related Mortality Ratio,Alpine,,2013-2017,Total Population,Total population,0,28,0,0,0,
Pregnancy-Related Mortality Ratio,Amador,,2013-2017,Total Population,Total population,0,1467,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2013-2017,Total Population,Total population,0,12219,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2013-2017,Total Population,Total population,0,1860,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2013-2017,Total Population,Total population,0,1505,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2013-2017,Total Population,Total population,0,61838,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2013-2017,Total Population,Total population,0,1518,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2013-2017,Total Population,Total population,0,7921,0,0,0,
Pregnancy-Related Mortality Ratio,Fresno,,2013-2017,Total Population,Total population,0,76574,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2013-2017,Total Population,Total population,0,1948,0,0,0,
Pregnancy-Related Mortality Ratio,Humboldt,,2013-2017,Total Population,Total population,0,7314,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2013-2017,Total Population,Total population,0,15469,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2013-2017,Total Population,Total population,0,1053,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2013-2017,Total Population,Total population,0,11634,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2013-2017,Total Population,Total population,0,3729,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2013-2017,Total Population,Total population,0,1521,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2013-2017,Total Population,Total population,0,11328,0,0,0,
Pregnancy-Related Mortality Ratio,Marin,,2013-2017,Total Population,Total population,0,11504,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2013-2017,Total Population,Total population,0,727,0,0,0,
Pregnancy-Related Mortality Ratio,California,,2014-2018,Total Population,Total population,328,2409732,13.6,12.1,15.1,
Pregnancy-Related Mortality Ratio,Mendocino,,2013-2017,Total Population,Total population,0,5102,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2013-2017,Total Population,Total population,0,20743,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2013-2017,Total Population,Total population,0,418,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2013-2017,Total Population,Total population,0,729,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2013-2017,Total Population,Total population,0,31466,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2013-2017,Total Population,Total population,0,7081,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2013-2017,Total Population,Total population,0,4089,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2013-2017,Total Population,Total population,0,18500,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2013-2017,Total Population,Total population,0,804,0,0,0,
Pregnancy-Related Mortality Ratio,Riverside,,2013-2017,Total Population,Total population,0,151272,0,0,0,
Pregnancy-Related Mortality Ratio,San Benito,,2013-2017,Total Population,Total population,0,3681,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2013-2017,Total Population,Total population,0,44892,0,0,0,
Pregnancy-Related Mortality Ratio,San Joaquin,,2013-2017,Total Population,Total population,0,50078,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2013-2017,Total Population,Total population,0,13046,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2013-2017,Total Population,Total population,0,44506,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2013-2017,Total Population,Total population,0,28289,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2013-2017,Total Population,Total population,0,14219,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2013-2017,Total Population,Total population,0,10353,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2013-2017,Total Population,Total population,0,130,0,0,0,
Pregnancy-Related Mortality Ratio,Siskiyou,,2013-2017,Total Population,Total population,0,2268,0,0,0,
Pregnancy-Related Mortality Ratio,Solano,,2013-2017,Total Population,Total population,0,26033,0,0,0,
Pregnancy-Related Mortality Ratio,Sonoma,,2013-2017,Total Population,Total population,0,24682,0,0,0,
Pregnancy-Related Mortality Ratio,Stanislaus,,2013-2017,Total Population,Total population,0,38110,0,0,0,
Pregnancy-Related Mortality Ratio,Sutter,,2013-2017,Total Population,Total population,0,6535,0,0,0,
Pregnancy-Related Mortality Ratio,Tehama,,2013-2017,Total Population,Total population,0,3900,0,0,0,
Pregnancy-Related Mortality Ratio,Trinity,,2013-2017,Total Population,Total population,0,549,0,0,0,
Pregnancy-Related Mortality Ratio,Tulare,,2013-2017,Total Population,Total population,0,36958,0,0,0,
Pregnancy-Related Mortality Ratio,Tuolumne,,2013-2017,Total Population,Total population,0,2321,0,0,0,
Pregnancy-Related Mortality Ratio,Ventura,,2013-2017,Total Population,Total population,0,49887,0,0,0,
Pregnancy-Related Mortality Ratio,Yolo,,2013-2017,Total Population,Total population,0,11982,0,0,0,
Pregnancy-Related Mortality Ratio,Yuba,,2013-2017,Total Population,Total population,0,5971,0,0,0,
Pregnancy-Related Mortality Ratio,Alpine,,2014-2018,Total Population,Total population,0,32,0,0,0,
Pregnancy-Related Mortality Ratio,Amador,,2014-2018,Total Population,Total population,0,1511,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2014-2018,Total Population,Total population,0,12223,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2014-2018,Total Population,Total population,0,1899,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2014-2018,Total Population,Total population,0,1459,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2014-2018,Total Population,Total population,0,61672,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2014-2018,Total Population,Total population,0,1486,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2014-2018,Total Population,Total population,0,8058,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2014-2018,Total Population,Total population,0,1913,0,0,0,
Pregnancy-Related Mortality Ratio,Humboldt,,2014-2018,Total Population,Total population,0,7147,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2014-2018,Total Population,Total population,0,15024,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2014-2018,Total Population,Total population,0,995,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2014-2018,Total Population,Total population,0,11497,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2014-2018,Total Population,Total population,0,3687,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2014-2018,Total Population,Total population,0,1537,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2014-2018,Total Population,Total population,0,11088,0,0,0,
Pregnancy-Related Mortality Ratio,Marin,,2014-2018,Total Population,Total population,0,11310,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2014-2018,Total Population,Total population,0,749,0,0,0,
Pregnancy-Related Mortality Ratio,Mendocino,,2014-2018,Total Population,Total population,0,4986,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2014-2018,Total Population,Total population,0,20453,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2014-2018,Total Population,Total population,0,460,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2014-2018,Total Population,Total population,0,711,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2014-2018,Total Population,Total population,0,30809,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2014-2018,Total Population,Total population,0,6834,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2014-2018,Total Population,Total population,0,4044,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2014-2018,Total Population,Total population,0,18473,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2014-2018,Total Population,Total population,0,816,0,0,0,
Pregnancy-Related Mortality Ratio,California,,2015-2019,Total Population,Total population,327,2353298,13.9,12.4,15.4,
Pregnancy-Related Mortality Ratio,San Benito,,2014-2018,Total Population,Total population,0,3703,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2014-2018,Total Population,Total population,0,44777,0,0,0,
Pregnancy-Related Mortality Ratio,San Joaquin,,2014-2018,Total Population,Total population,0,50093,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2014-2018,Total Population,Total population,0,12829,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2014-2018,Total Population,Total population,0,44012,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2014-2018,Total Population,Total population,0,27795,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2014-2018,Total Population,Total population,0,13798,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2014-2018,Total Population,Total population,0,10172,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2014-2018,Total Population,Total population,0,138,0,0,0,
Pregnancy-Related Mortality Ratio,Siskiyou,,2014-2018,Total Population,Total population,0,2261,0,0,0,
Pregnancy-Related Mortality Ratio,Solano,,2014-2018,Total Population,Total population,0,25807,0,0,0,
Pregnancy-Related Mortality Ratio,Sonoma,,2014-2018,Total Population,Total population,0,24221,0,0,0,
Pregnancy-Related Mortality Ratio,Stanislaus,,2014-2018,Total Population,Total population,0,37871,0,0,0,
Pregnancy-Related Mortality Ratio,Sutter,,2014-2018,Total Population,Total population,0,6517,0,0,0,
Pregnancy-Related Mortality Ratio,Tehama,,2014-2018,Total Population,Total population,0,3880,0,0,0,
Pregnancy-Related Mortality Ratio,Trinity,,2014-2018,Total Population,Total population,0,561,0,0,0,
Pregnancy-Related Mortality Ratio,Tulare,,2014-2018,Total Population,Total population,0,36204,0,0,0,
Pregnancy-Related Mortality Ratio,Tuolumne,,2014-2018,Total Population,Total population,0,2296,0,0,0,
Pregnancy-Related Mortality Ratio,Ventura,,2014-2018,Total Population,Total population,0,48474,0,0,0,
Pregnancy-Related Mortality Ratio,Yolo,,2014-2018,Total Population,Total population,0,11621,0,0,0,
Pregnancy-Related Mortality Ratio,Yuba,,2014-2018,Total Population,Total population,0,5868,0,0,0,
Pregnancy-Related Mortality Ratio,Alpine,,2015-2019,Total Population,Total population,0,43,0,0,0,
Pregnancy-Related Mortality Ratio,Amador,,2015-2019,Total Population,Total population,0,1534,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2015-2019,Total Population,Total population,0,11890,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2015-2019,Total Population,Total population,0,1952,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2015-2019,Total Population,Total population,0,1423,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2015-2019,Total Population,Total population,0,60923,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2015-2019,Total Population,Total population,0,1442,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2015-2019,Total Population,Total population,0,7971,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2015-2019,Total Population,Total population,0,1895,0,0,0,
Pregnancy-Related Mortality Ratio,Humboldt,,2015-2019,Total Population,Total population,0,7079,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2015-2019,Total Population,Total population,0,14372,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2015-2019,Total Population,Total population,0,960,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2015-2019,Total Population,Total population,0,11256,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2015-2019,Total Population,Total population,0,3671,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2015-2019,Total Population,Total population,0,1495,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2015-2019,Total Population,Total population,0,10841,0,0,0,
Pregnancy-Related Mortality Ratio,Marin,,2015-2019,Total Population,Total population,0,10990,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2015-2019,Total Population,Total population,0,743,0,0,0,
Pregnancy-Related Mortality Ratio,Mendocino,,2015-2019,Total Population,Total population,0,4892,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2015-2019,Total Population,Total population,0,20146,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2015-2019,Total Population,Total population,0,459,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2015-2019,Total Population,Total population,0,690,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2015-2019,Total Population,Total population,0,30232,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2015-2019,Total Population,Total population,0,6650,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2015-2019,Total Population,Total population,0,4039,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2015-2019,Total Population,Total population,0,18489,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2015-2019,Total Population,Total population,0,831,0,0,0,
Pregnancy-Related Mortality Ratio,San Benito,,2015-2019,Total Population,Total population,0,3797,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2015-2019,Total Population,Total population,0,44071,0,0,0,
Pregnancy-Related Mortality Ratio,San Joaquin,,2015-2019,Total Population,Total population,0,50074,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2015-2019,Total Population,Total population,0,12698,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2015-2019,Total Population,Total population,0,43167,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2015-2019,Total Population,Total population,0,27478,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2015-2019,Total Population,Total population,0,13145,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2015-2019,Total Population,Total population,0,9965,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2015-2019,Total Population,Total population,0,141,0,0,0,
